,alias,categories,coordinates,display_phone,is_closed,location,name,price,rating,review_count,transactions,url,permanently closed,outdoor_seating,price_cat,delivery,restaurant_reservation,pickup,zip_code,latitude,longitude,total_restaurants_in_zip,Population Density 
1074,le-crocodile-brooklyn,Bars,"{'latitude': 40.72191, 'longitude': -73.957873}",(718) 460-8004,False,"{'address1': '80 Wythe Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['80 Wythe Ave', 'Brooklyn, NY 11249']}",Le Crocodile,,4.5,51,"['pickup', 'delivery']",https://www.yelp.com/biz/le-crocodile-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,11249,40.72191,-73.957873,208.0,
1075,clinton-hall-new-york,American (New),"{'latitude': 40.70803, 'longitude': -74.014869}",(212) 363-6000,False,"{'address1': '90 Washington St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['90 Washington St', 'New York, NY 10006']}",Clinton Hall,$$,3.5,664,"['delivery', 'pickup']",https://www.yelp.com/biz/clinton-hall-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10006,40.70803,-74.014869,52.0,32132.0
1076,jardino-restaurant-new-york,Breakfast & Brunch,"{'latitude': 40.76686, 'longitude': -73.96249}",(212) 535-3800,False,"{'address1': '1159 3rd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['1159 3rd Ave', 'New York, NY 10065']}",Jardino Restaurant,$$,4.5,89,"['delivery', 'pickup']",https://www.yelp.com/biz/jardino-restaurant-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10065,40.76686,-73.96249,182.0,82215.9
1077,one-stop-patty-shop-new-york,Breakfast & Brunch,"{'latitude': 40.82498, 'longitude': -73.94802}",(212) 491-7466,False,"{'address1': '1708 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['1708 Amsterdam Ave', 'New York, NY 10031']}",One Stop Patty Shop,$,4.0,40,[],https://www.yelp.com/biz/one-stop-patty-shop-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,0,0,0,10031,40.82498,-73.94802,127.0,90523.6
1078,handcraft-kitchen-and-cocktails-new-york,American (New),"{'latitude': 40.740967, 'longitude': -73.981292}",(212) 689-3000,False,"{'address1': '367 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['367 3rd Ave', 'New York, NY 10016']}",HandCraft Kitchen & Cocktails,$$,4.0,393,"['pickup', 'delivery']",https://www.yelp.com/biz/handcraft-kitchen-and-cocktails-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10016,40.740967,-73.981292,439.0,94164.6
1079,pepolino-restaurant-new-york,European,"{'latitude': 40.720756, 'longitude': -74.004885}",(212) 966-9983,False,"{'address1': '281 W Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['281 W Broadway', 'New York, NY 10013']}",Pepolino Restaurant,$$$,4.0,552,"['delivery', 'pickup']",https://www.yelp.com/biz/pepolino-restaurant-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,1,0,1,10013,40.720756,-74.004885,537.0,48772.7
1080,melting-pot-cuisine-astoria,Caribbean,"{'latitude': 40.761741, 'longitude': -73.942276}",(718) 606-2670,False,"{'address1': '3601 Vernon Blvd', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['3601 Vernon Blvd', 'Astoria, NY 11106']}",Melting Pot Cuisine,$$,3.5,114,"['pickup', 'delivery']",https://www.yelp.com/biz/melting-pot-cuisine-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11106,40.761741,-73.942276,179.0,44344.0
1081,maman-tribeca-new-york-2,European,"{'latitude': 40.7188969, 'longitude': -74.0062207}",(646) 882-8682,False,"{'address1': '211 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['211 W Broadway', 'New York, NY 10013']}",Maman Tribeca,$$,4.0,259,"['delivery', 'pickup']",https://www.yelp.com/biz/maman-tribeca-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10013,40.7188969,-74.0062207,537.0,48772.7
1082,joes-steam-rice-roll-石磨腸粉王-flushing,Chinese,"{'latitude': 40.76012, 'longitude': -73.82941}",(646) 203-7380,False,"{'address1': '136-21 Roosevelt Ave', 'address2': None, 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['136-21 Roosevelt Ave', 'Flushing, NY 11354']}",Joe's Steam Rice Roll 石磨腸粉王,$,4.5,633,['pickup'],https://www.yelp.com/biz/joes-steam-rice-roll-%E7%9F%B3%E7%A3%A8%E8%85%B8%E7%B2%89%E7%8E%8B-flushing?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,0,0,1,11354,40.76012,-73.82941,504.0,25657.8
1083,upstate-craft-beer-and-oyster-bar-new-york-4,Seafood,"{'latitude': 40.726373, 'longitude': -73.986557}",(646) 791-5400,False,"{'address1': '95 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['95 1st Ave', 'New York, NY 10003']}",Upstate Craft Beer & Oyster Bar,$$,4.5,1865,['restaurant_reservation'],https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,1,0,10003,40.726373,-73.986557,714.0,98998.8
1084,taco-vista-new-york-2,Bars,"{'latitude': 40.692755886949, 'longitude': -74.0145479142666}",,False,"{'address1': '140 Carder Rd', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['140 Carder Rd', 'New York, NY 10004']}",Taco Vista,,3.5,42,[],https://www.yelp.com/biz/taco-vista-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,0,0,0,10004,40.692755886949,-74.0145479142666,156.0,5402.4
1085,the-horny-ram-new-york-2,"Mobile, Events and Venues","{'latitude': 40.75528, 'longitude': -73.96857}",(917) 261-4136,False,"{'address1': '951 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['951 2nd Ave', 'New York, NY 10022']}",The Horny Ram,$$,4.0,490,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/the-horny-ram-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,1,1,10022,40.75528,-73.96857,469.0,68058.9
1086,pine-restaurant-and-sports-bar-corona,Bars,"{'latitude': 40.75446, 'longitude': -73.8541}",(718) 672-1200,False,"{'address1': '37-10 114th St', 'address2': '', 'address3': '', 'city': 'Corona', 'zip_code': '11368', 'country': 'US', 'state': 'NY', 'display_address': ['37-10 114th St', 'Corona, NY 11368']}",Pine Restaurant & Sports Bar,$$,3.5,126,"['pickup', 'delivery']",https://www.yelp.com/biz/pine-restaurant-and-sports-bar-corona?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11368,40.75446,-73.8541,268.0,41367.1
1087,rosatoro-astoria,Latin American,"{'latitude': 40.77459, 'longitude': -73.90899}",(718) 777-2010,False,"{'address1': '35-02 Ditmars Blvd', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['35-02 Ditmars Blvd', 'Astoria, NY 11105']}",Rosatoro,,4.0,90,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/rosatoro-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,1,1,11105,40.77459,-73.90899,157.0,22559.5
1088,gilligans-at-soho-grand-new-york,Seafood,"{'latitude': 40.722017, 'longitude': -74.004306}",(212) 965-3271,False,"{'address1': '310 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['310 W Broadway', 'New York, NY 10013']}",Gilligan's at Soho Grand,$$$,3.5,147,"['delivery', 'pickup']",https://www.yelp.com/biz/gilligans-at-soho-grand-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,1,0,1,10013,40.722017,-74.004306,537.0,48772.7
1089,lamano-hells-kitchen-new-york,European,"{'latitude': 40.763466, 'longitude': -73.992314}",(646) 559-0989,False,"{'address1': '688 10th Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['688 10th Ave', 'New York, NY 10019']}",Lamano Hell's Kitchen,,4.5,24,['restaurant_reservation'],https://www.yelp.com/biz/lamano-hells-kitchen-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,0,1,0,10019,40.763466,-73.992314,720.0,56986.1
1090,piccoli-trattoria-brooklyn,European,"{'latitude': 40.665184, 'longitude': -73.98654}",(718) 788-0066,False,"{'address1': '522 6th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['522 6th Ave', 'Brooklyn, NY 11215']}",Piccoli Trattoria,$$,4.5,488,"['delivery', 'pickup']",https://www.yelp.com/biz/piccoli-trattoria-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11215,40.665184,-73.98654,353.0,31902.9
1091,cecconis-dumbo-brooklyn,European,"{'latitude': 40.7033063330116, 'longitude': -73.9916549604523}",(718) 650-3900,False,"{'address1': '55 Water St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['55 Water St', 'Brooklyn, NY 11201']}",Cecconi's Dumbo,$$$,3.5,721,[],https://www.yelp.com/biz/cecconis-dumbo-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,0,0,0,11201,40.7033063330116,-73.9916549604523,467.0,39596.1
1092,saigon-grill-and-bar-brooklyn-3,South Asian,"{'latitude': 40.61883, 'longitude': -73.93099}",(718) 338-8883,False,"{'address1': '4521 Ave N', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11234', 'country': 'US', 'state': 'NY', 'display_address': ['4521 Ave N', 'Brooklyn, NY 11234']}",Saigon Grill & Bar,$$,4.5,222,"['delivery', 'pickup']",https://www.yelp.com/biz/saigon-grill-and-bar-brooklyn-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11234,40.61883,-73.93099,154.0,11415.9
1093,clay-new-york-3,Bars,"{'latitude': 40.8094002234406, 'longitude': -73.9536950700793}",(212) 729-1850,False,"{'address1': '553 Manhattan Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['553 Manhattan Ave', 'New York, NY 10027']}",Clay,$$$,4.5,147,[],https://www.yelp.com/biz/clay-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,0,0,0,10027,40.8094002234406,-73.9536950700793,161.0,72357.3
1094,dylans-forest-hills-forest-hills,American (Casual),"{'latitude': 40.71038, 'longitude': -73.84909}",(718) 880-2872,False,"{'address1': '103-19 Metropolitan Ave', 'address2': '', 'address3': None, 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['103-19 Metropolitan Ave', 'Forest Hills, NY 11375']}",Dylan's Forest Hills,,4.5,28,"['restaurant_reservation', 'pickup', 'delivery']",https://www.yelp.com/biz/dylans-forest-hills-forest-hills?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,1,1,11375,40.71038,-73.84909,215.0,35171.0
1095,dutch-freds-new-york-2,American (New),"{'latitude': 40.760835, 'longitude': -73.987823}",(646) 918-6923,False,"{'address1': '307 W 47th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['307 W 47th St', 'New York, NY 10036']}",Dutch Freds,$$,4.5,1574,[],https://www.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,10036,40.760835,-73.987823,672.0,54427.5
1096,izakaya-toribar-new-york,Japanese,"{'latitude': 40.759641, 'longitude': -73.9685558}",(646) 767-0029,False,"{'address1': '164 E 56th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['164 E 56th St', 'New York, NY 10022']}",Izakaya Toribar,$$,4.5,47,"['delivery', 'pickup']",https://www.yelp.com/biz/izakaya-toribar-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10022,40.759641,-73.9685558,469.0,68058.9
1097,camillo-brooklyn,European,"{'latitude': 40.6596, 'longitude': -73.95081}",(718) 576-6886,False,"{'address1': '1146 Nostrand Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1146 Nostrand Ave', 'Brooklyn, NY 11225']}",Camillo,$$,4.0,145,"['delivery', 'pickup']",https://www.yelp.com/biz/camillo-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11225,40.6596,-73.95081,146.0,67444.4
1098,queens-comfort-astoria,American (New),"{'latitude': 40.764527, 'longitude': -73.91694}",(347) 738-5119,True,"{'address1': '3618 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['3618 30th Ave', 'Astoria, NY 11103']}",Queens Comfort,$$,4.0,2125,"['pickup', 'delivery']",https://www.yelp.com/biz/queens-comfort-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,1,0,1,11103,40.764527,-73.91694,248.0,53801.6
1099,nicks-bistro-forest-hills,Middle Eastern/Mediterranean,"{'latitude': 40.709937, 'longitude': -73.8483058920307}",(718) 544-6425,False,"{'address1': '104-20 Metropolitan Ave', 'address2': None, 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['104-20 Metropolitan Ave', 'Forest Hills, NY 11375']}",Nicks Bistro,$$,4.5,537,"['delivery', 'pickup']",https://www.yelp.com/biz/nicks-bistro-forest-hills?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11375,40.709937,-73.8483058920307,215.0,35171.0
1100,georges-new-york-63,Breakfast & Brunch,"{'latitude': 40.7077437, 'longitude': -74.0134874}",(212) 269-8026,False,"{'address1': '89 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['89 Greenwich St', 'New York, NY 10006']}",George's,$$,3.0,403,"['delivery', 'pickup']",https://www.yelp.com/biz/georges-new-york-63?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10006,40.7077437,-74.0134874,52.0,32132.0
1101,the-social-astoria,American (New),"{'latitude': 40.76434, 'longitude': -73.91655}",(718) 772-3777,False,"{'address1': '37-06 30th Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['37-06 30th Ave', 'Astoria, NY 11103']}",The Social,$$,4.5,72,"['delivery', 'pickup']",https://www.yelp.com/biz/the-social-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11103,40.76434,-73.91655,248.0,53801.6
1102,van-da-new-york,South Asian,"{'latitude': 40.72341, 'longitude': -73.98307}",,False,"{'address1': '234 E 4th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['234 E 4th St', 'New York, NY 10009']}",Van Da,,4.0,103,[],https://www.yelp.com/biz/van-da-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,0,0,0,10009,40.72341,-73.98307,319.0,100237.0
1103,a-and-a-bake-and-double-and-roti-shop-brooklyn-3,Caribbean,"{'latitude': 40.68043, 'longitude': -73.94795}",(347) 425-0016,False,"{'address1': '1337 Fulton St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1337 Fulton St', 'Brooklyn, NY 11216']}",A&A Bake and Double and Roti Shop,$,4.5,231,[],https://www.yelp.com/biz/a-and-a-bake-and-double-and-roti-shop-brooklyn-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,0,0,0,11216,40.68043,-73.94795,212.0,58197.9
1104,lot-2-brooklyn-2,American (Casual),"{'latitude': 40.6605911254883, 'longitude': -73.9903106689453}",(718) 499-5623,False,"{'address1': '687 6th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['687 6th Ave', 'Brooklyn, NY 11215']}",Lot 2,$$,4.5,258,"['delivery', 'pickup']",https://www.yelp.com/biz/lot-2-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11215,40.6605911254883,-73.9903106689453,353.0,31902.9
1105,ras-plant-based-brooklyn,Specialty Food,"{'latitude': 40.67341, 'longitude': -73.956712}",(718) 622-6220,False,"{'address1': '739 Franklin Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['739 Franklin Ave', 'Brooklyn, NY 11238']}",Ras Plant Based,,5.0,70,"['delivery', 'pickup']",https://www.yelp.com/biz/ras-plant-based-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,11238,40.67341,-73.956712,271.0,46994.1
1106,awash-ethiopian-restaurant-new-york-2,African,"{'latitude': 40.800641, 'longitude': -73.965098}",(212) 961-1416,False,"{'address1': '947 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['947 Amsterdam Ave', 'New York, NY 10025']}",Awash Ethiopian Restaurant,$$,4.0,475,"['delivery', 'pickup']",https://www.yelp.com/biz/awash-ethiopian-restaurant-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10025,40.800641,-73.965098,237.0,129548.9
1107,brothers-asian-cuisine-brooklyn-2,South Asian,"{'latitude': 40.62209, 'longitude': -74.02844}",(718) 238-3888,False,"{'address1': '8621 4th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['8621 4th Ave', 'Brooklyn, NY 11209']}",Brother's Asian Cuisine,,4.0,18,"['pickup', 'delivery']",https://www.yelp.com/biz/brothers-asian-cuisine-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11209,40.62209,-74.02844,278.0,33569.8
1108,the-wicked-monk-brooklyn-3,American (New),"{'latitude': 40.616988, 'longitude': -74.034023}",(347) 497-5152,False,"{'address1': '9510 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['9510 3rd Ave', 'Brooklyn, NY 11209']}",The Wicked Monk,$$,4.0,247,[],https://www.yelp.com/biz/the-wicked-monk-brooklyn-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,11209,40.616988,-74.034023,278.0,33569.8
1109,h-and-h-bagels-new-york-6,Breakfast & Brunch,"{'latitude': 40.77444, 'longitude': -73.95447}",(212) 734-7441,False,"{'address1': '1551 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1551 2nd Ave', 'New York, NY 10028']}",H&H Bagels,$,4.0,815,"['pickup', 'delivery']",https://www.yelp.com/biz/h-and-h-bagels-new-york-6?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,1,0,1,10028,40.77444,-73.95447,208.0,146955.3
1110,bar-dough-new-york,Pizza,"{'latitude': 40.7603523698496, 'longitude': -73.9898819848895}",(917) 262-0543,False,"{'address1': '350 W 46th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['350 W 46th St', 'New York, NY 10036']}",Bar Dough,,4.5,32,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/bar-dough-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,1,1,10036,40.7603523698496,-73.9898819848895,672.0,54427.5
1111,mama-rao-cucina-italiana-brooklyn,European,"{'latitude': 40.6291809, 'longitude': -74.0057526}",(718) 745-2269,False,"{'address1': '6408 11th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['6408 11th Ave', 'Brooklyn, NY 11219']}",Mama Rao Cucina Italiana,$$$,4.5,217,"['delivery', 'pickup']",https://www.yelp.com/biz/mama-rao-cucina-italiana-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,1,0,1,11219,40.6291809,-74.0057526,120.0,66609.4
1112,houdini-kitchen-laboratory-ridgewood-5,European,"{'latitude': 40.694148, 'longitude': -73.902337}",(718) 456-3770,True,"{'address1': '1563 Decatur St', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['1563 Decatur St', 'Ridgewood, NY 11385']}",Houdini Kitchen Laboratory,$$,4.0,297,"['delivery', 'pickup']",https://www.yelp.com/biz/houdini-kitchen-laboratory-ridgewood-5?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,1,0,1,11385,40.694148,-73.902337,318.0,27472.6
1113,bubbys-tribeca-new-york,Breakfast & Brunch,"{'latitude': 40.7198118, 'longitude': -74.0083092}",(212) 219-0666,False,"{'address1': '120 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['120 Hudson St', 'New York, NY 10013']}",Bubby's Tribeca,$$,3.5,1413,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/bubbys-tribeca-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,1,1,10013,40.7198118,-74.0083092,537.0,48772.7
